id,region,rawId,company_code,vin,fault_desc,repair_mileage,repair_date,cost_list_code,settle_date,company_name,projects,parts,createdate,receive_time,unique_id,country,year,brand,model,imported,price,fuel_form,transmission,displacement,engine,valid,car_id_judge
185541231,31,118074832,3.1E+14,WP1AA2954HLB38774,.,216,1572192000,SIV_660_20_05569,20200526,上海浦东保时捷汽车销售服务有限公司,"[{""name"": ""匹配新钥匙一把"", ""hours"": ""0.3""}]","[{""qty"": ""1"", ""code"": ""95863795003"", ""name"": ""钥匙遥控器""}]",2020/5/26 18:30,2020/5/26 18:30,310000011920000SIV_660_20_05569,德国,2017,保时捷,保时捷Macan,进口,558000,汽油,双离合变速器,1984,2.0T,TRUE,WP1AA2954HLB38774沪KB2128上海浦东保时捷汽车销售服务有限公司
187231862,31,118694898,3.1E+14,WP1AA2957KLB28022,,99,1569168000,SIV_260_20_06323,20200531,保时捷（上海）汽车销售服务有限公司,"[{""name"": ""机油保养 ."", ""hours"": ""1.5""}, {""name"": ""车载诊断系统 ."", ""hours"": ""0.1""}, {""name"": ""发动机线路养护及机舱清洁"", ""hours"": ""0.5""}]","[{""qty"": ""1"", ""code"": ""00004320902"", ""name"": ""多用途添加剂，用于 汽油燃料""}, {""qty"": ""0.5"", ""code"": ""00004400204"", ""name"": ""车窗清洁剂 外部""}, {""qty"": ""1"", ""code"": ""95811556201"", ""name"": ""机油滤清器""}, {""qty"": ""5.5"", ""code"": ""PCN 142707"", ""name"": ""Mobil1 ESPX2 0W-20Porsche_1Lfor208L""}, {""qty"": ""1"", ""code"": ""ZWM01108901087"", ""name"": ""伍尔特 金属零部件清洗剂 89010810 500ml""}, {""qty"": ""1"", ""code"": ""ZWM01189322105"", ""name"": ""伍尔特 机舱保护剂 150ml""}]",2020/6/1 14:17,2020/6/1 14:16,310000009518000SIV_260_20_06323,德国,2019,保时捷,保时捷Macan,进口,558000,汽油,双离合变速器,1984,2.0T,TRUE,WP1AA2957KLB28022沪A23H86保时捷（上海）汽车销售服务有限公司
185132120,31,117888062,3.1E+14,LSGXE8350KD115199,小修,113,1565020800,19080059,20190807,上海舒福泰汽车修理有限公司,"[{""name"": ""右前门整形"", ""hours"": ""6.7""}, {""name"": ""右前门油漆"", ""hours"": ""13.3""}]",,2020/5/24 8:41,2020/5/24 8:41,3.10E+22,中国,2019,上汽通用,昂科威,国产,239233.3333,汽油,双离合变速器,1490,1.5T,TRUE,LSGXE8350KD115199沪ADZ866上海舒福泰汽车修理有限公司
185132382,31,117888239,3.1E+14,LSGXE83L6GD240651,小修,,1565798400,19080134,20190815,上海舒福泰汽车修理有限公司,"[{""name"": ""全车抛光"", ""hours"": ""16.0""}]",,2020/5/24 8:44,2020/5/24 8:44,3.10E+22,中国,2016,上汽通用,昂科威,国产,298233.3333,汽油,手自一体变速器,1998,2.0T,TRUE,LSGXE83L6GD240651沪BNN939上海舒福泰汽车修理有限公司
185132788,31,117888552,3.1E+14,LSGXE8355GD201292,小修,716,1569081600,19090196,20190922,上海舒福泰汽车修理有限公司,"[{""name"": ""更换机油，机滤，空滤"", ""hours"": ""0.0""}, {""name"": ""更换后刹车片"", ""hours"": ""0.0""}]","[{""qty"": ""1.00"", ""code"": ""12A3KYHP"", ""name"": ""后刹车片""}, {""qty"": ""1.00"", ""code"": ""机滤，空滤-1"", ""name"": ""机滤，空滤""}, {""qty"": ""1.00"", ""code"": ""嘉实多极护"", ""name"": ""极护4L""}]",2020/5/24 8:45,2020/5/24 8:45,3.10E+22,中国,2016,上汽通用,昂科威,国产,239233.3333,汽油,双离合变速器,1490,1.5T,TRUE,LSGXE8355GD201292苏F901J1上海舒福泰汽车修理有限公司
185133025,31,117888750,3.1E+14,LSGXE83L4HD187739,小修,325,1571155200,19100108,20191016,上海舒福泰汽车修理有限公司,"[{""name"": ""更换机油，机滤，空滤"", ""hours"": ""3.0""}, {""name"": ""检修故障灯亮"", ""hours"": ""0.0""}]","[{""qty"": ""2.00"", ""code"": ""JZMF1"", ""name"": ""金装美孚1号0W40/1L""}, {""qty"": ""1.00"", ""code"": ""机滤，空滤-1"", ""name"": ""机滤，空滤""}, {""qty"": ""1.00"", ""code"": ""金美孚1号 0W40 4L"", ""name"": ""金美孚1号 0W40 4L""}]",2020/5/24 8:45,2020/5/24 8:45,3.10E+22,中国,2017,上汽通用,昂科威,国产,298233.3333,汽油,手自一体变速器,1998,2.0T,TRUE,LSGXE83L4HD187739沪BXB118上海舒福泰汽车修理有限公司
185825731,31,118186875,3.10112E+14,LSGXE83L6GD225177,,291,1567267200,ABO20052092,20200527,上海浦江郑隆汽车销售管理有限公司,"[{""name"": "".赠浦江郑隆特色②⑤项免费检测."", ""hours"": ""0""}]","[{""qty"": ""0.95"", ""code"": ""YQ-CHU7151"", ""name"": ""ULTRA7000U-棕铜色""}, {""qty"": ""1"", ""code"": ""FJFL0008"", ""name"": ""辅料""}, {""qty"": ""-1"", ""code"": ""FJFL0008"", ""name"": ""辅料""}, {""qty"": ""-0.95"", ""code"": ""YQ-CHU7151"", ""name"": ""ULTRA7000U-棕铜色""}, {""qty"": ""1"", ""code"": ""42507429"", ""name"": ""举升门变速器铭牌总成""}, {""qty"": ""1"", ""code"": ""42507426"", ""name"": ""举升门饰板DIV铭牌总成""}, {""qty"": ""-1"", ""code"": ""42507426"", ""name"": ""举升门饰板DIV铭牌总成""}, {""qty"": ""-1"", ""code"": ""42507429"", ""name"": ""举升门变速器铭牌总成""}]",2020/5/28 2:57,2020/5/28 2:57,310112010245000ABO20052092,中国,2016,上汽通用,昂科威,国产,298233.3333,汽油,手自一体变速器,1998,2.0T,TRUE,LSGXE83L6GD225177沪J28677上海浦江郑隆汽车销售管理有限公司
187605142,31,118868952,3.10115E+14,LSGXE83LXFD031265,,216,1569600000,ABO20060130,20200603,上海东昌汽车浦东销售服务有限公司,"[{""name"": ""更换机滤"", ""hours"": ""0""}, {""name"": ""更换右后轮胎"", ""hours"": ""0""}, {""name"": ""拆装刹车片"", ""hours"": ""0""}]","[{""qty"": ""1"", ""code"": ""93737496"", ""name"": ""发动机机油(中石油,4升-DEXOS1)24114098""}, {""qty"": ""1"", ""code"": ""84193699"", ""name"": ""轮胎235 50R19""}, {""qty"": ""1"", ""code"": ""13412810"", ""name"": ""前刹车片J60带T""}, {""qty"": ""1"", ""code"": ""24101553"", ""name"": ""机滤14款""}, {""qty"": ""1"", ""code"": ""55594651"", ""name"": ""机滤LLU""}]",2020/6/4 0:53,2020/6/4 0:53,310115003969000ABO20060130,中国,2015,上汽通用,昂科威,国产,298233.3333,汽油,手自一体变速器,1998,2.0T,TRUE,LSGXE83LXFD031265辽CBD321上海东昌汽车浦东销售服务有限公司
187607599,31,118871851,3.10115E+14,LSGXE83L7HD282067,喷漆：左前门，右前叶,213,1571414400,ABO20060234,20200603,上海永达通美汽车销售服务有限公司,"[{""name"": ""喷漆：左前门，右前叶"", ""hours"": ""0""}, {""name"": ""辅助拆装"", ""hours"": ""0""}, {""name"": ""整形：前保，后保"", ""hours"": ""0""}, {""name"": ""整形：左前门，右前叶"", ""hours"": ""0""}, {""name"": ""抵用券894135848444，照片未核销"", ""hours"": ""0""}, {""name"": ""太平洋划痕补漆.4"", ""hours"": ""0""}, {""name"": ""辅助做底"", ""hours"": ""0""}, {""name"": ""喷漆：前保，后保"", ""hours"": ""0""}]",,2020/6/4 1:14,2020/6/4 1:14,310115004575000ABO20060234,中国,2017,上汽通用,昂科威,国产,298233.3333,汽油,手自一体变速器,1998,2.0T,TRUE,LSGXE83L7HD282067沪BYE536上海永达通美汽车销售服务有限公司
185132434,31,117888279,3.1E+14,LSV2A8CA7HN505439,小修,239,1566057600,19080175,20190820,上海舒福泰汽车修理有限公司,"[{""name"": ""机盖油漆"", ""hours"": ""20.0""}]",,2020/5/24 8:44,2020/5/24 8:44,3.10E+22,中国,2017,上汽大众,途昂,国产,323900,汽油,双离合变速器,1984,2.0T,TRUE,LSV2A8CA7HN505439沪J85670上海舒福泰汽车修理有限公司
185132921,31,117888669,3.1E+14,LSVUC60TXH2129897,小修,326,1570291200,19100020,20191008,上海舒福泰汽车修理有限公司,"[{""name"": ""美孚机油"", ""hours"": ""0.0""}]","[{""qty"": ""1.00"", ""code"": ""JZMF1"", ""name"": ""金装美孚1号0W40/1L""}]",2020/5/24 8:45,2020/5/24 8:45,3.10E+22,中国,2017,上汽大众,途观L,国产,253466.6667,汽油,双离合变速器,1798,1.8T,TRUE,LSVUC60TXH2129897沪K19656上海舒福泰汽车修理有限公司
187697621,31,118962052,3.10117E+14,LSVUD60T1J2050783,天平划痕/安全检测。,74,1571500800,A1910200021,20191020,新唐朝汽车维修服务有限公司,"[{""name"": ""前保喷漆"", ""hours"": ""12.00""}, {""name"": ""左前门喷漆"", ""hours"": ""1.00""}, {""name"": ""安盛天平划痕2*230=460"", ""hours"": ""1.00""}, {""name"": ""钣金费（自费）"", ""hours"": ""1.00""}]","[{""qty"": ""0"", ""code"": ""编码"", ""name"": ""未使用配件""}]",2020/6/5 13:27,2020/6/5 13:27,310117005325000A1910200021,中国,2018,上汽大众,途观L,国产,261133.3333,汽油,双离合变速器,1984,2.0T,TRUE,LSVUD60T1J2050783沪DWE697新唐朝汽车维修服务有限公司
184184316,31,117497789,3.10114E+14,LE40G4KB2JL192503,保养维修,453,1570464000,294105,20200518,上海中升之星汽车销售服务有限公司,"[{""name"": ""进行带附加组件的B类保养范围"", ""hours"": ""1.1""}]","[{""qty"": ""1.0"", ""code"": ""MA270 180 01 09"", ""name"": ""机滤""}, {""qty"": ""1.0"", ""code"": ""MA274 094 02 04"", ""name"": ""空气滤""}, {""qty"": ""6.5"", ""code"": ""MA000 989 79 02/17BIFX"", ""name"": ""[022]机油5W40208L""}]",2020/5/18 18:13,2020/5/18 18:13,3.10E+20,中国,2018,北京奔驰,奔驰GLC级,国产,507760,汽油,手自一体变速器,1991,2.0T,TRUE,LE40G4KB2JL192503沪A885G2上海中升之星汽车销售服务有限公司
184288186,31,117553345,3.10114E+14,LE40B4GB5KL379906,保养维修,88,1572192000,294367,20200519,上海中升之星汽车销售服务有限公司,"[{""name"": ""拆卸 安装车轮（1）REMOUNT"", ""hours"": ""0.3""}, {""name"": ""对车轮（1）进行静平衡（已拆下车轮）"", ""hours"": ""0.1""}, {""name"": ""更换轮胎（右后轮）"", ""hours"": ""0.3""}]","[{""qty"": ""1.0"", ""code"": ""MQALCN89986698"", ""name"": ""[022]轮胎""}]",2020/5/19 12:42,2020/5/19 12:42,3.10E+20,中国,2019,北京奔驰,奔驰GLC级,国产,437400,汽油,手自一体变速器,1991,2.0T,TRUE,LE40B4GB5KL379906沪BSS520上海中升之星汽车销售服务有限公司
184466708,31,117637514,3.10112E+14,LE40G4GB8GL017707,检查,368,1567008000,WXJSDI1102I190831014,20190929,上海永达英菲尼迪七宝汽车销售服务有限公司,"[{""name"": ""车辆检查"", ""hours"": ""0.0""}]","[{""qty"": ""3.00"", ""code"": ""54580EG00A"", ""name"": ""销－横拉杆""}]",2020/5/20 13:21,2020/5/20 13:21,310112005466000WXJSDI1102I190831014,中国,2016,北京奔驰,奔驰GLC级,国产,438075,汽油,手自一体变速器,1991,2.0T,TRUE,LE40G4GB8GL017707沪K02338上海永达英菲尼迪七宝汽车销售服务有限公司
185516138,31,118069101,3.10115E+14,LE40G4GB0JL202809,汽车电子健康档案数据,157,1571932800,60708,20200526,上海可达汽车销售服务有限公司,"[{""name"": ""进行带附加组件的B类保养范围"", ""hours"": ""1.1""}]","[{""qty"": ""1.0"", ""code"": ""MA270 180 01 09"", ""name"": ""机油滤芯""}, {""qty"": ""1.0"", ""code"": ""MA274 094 02 04"", ""name"": ""空气滤芯""}, {""qty"": ""6.5"", ""code"": ""MA000 989 83 01/  UCN8"", ""name"": ""原厂银美孚5W40（208L）""}]",2020/5/26 15:50,2020/5/26 15:50,3.10E+19,中国,2018,北京奔驰,奔驰GLC级,国产,438075,汽油,手自一体变速器,1991,2.0T,TRUE,LE40G4GB0JL202809京Q62WA6上海可达汽车销售服务有限公司
185133292,31,117894281,3.1E+14,LE4GG8BB8DL200954,小修,59,1568822400,19110016,20191031,上海舒福泰汽车修理有限公司,"[{""name"": ""前保油漆（结算到公务车上）"", ""hours"": ""0.0""}]",,2020/5/24 8:46,2020/5/24 8:46,3.10E+22,中国,2013,北京奔驰,奔驰GLK级,国产,477000,汽油,手自一体变速器,2996,3.0L,TRUE,LE4GG8BB8DL200954苏JQS615上海舒福泰汽车修理有限公司
184722868,31,117743467,3.10112E+14,LBVTZ4105KSU56735,左前门 左后门 左后叶 后保 右后叶  拆装 整形 喷漆 左后钢圈修复,12,1569945600,2.02E+17,20200521,Shanghai Debao service location,"[{""name"": ""VHC 车辆健康检查"", ""hours"": ""1.00""}, {""name"": ""(太平洋)标的 (更换左后门左后叶"", ""hours"": ""0.00""}, {""name"": ""钣金附件拆装"", ""hours"": ""102""}, {""name"": ""钣金附件拆装"", ""hours"": ""54""}, {""name"": ""涂底"", ""hours"": ""30""}, {""name"": ""中涂"", ""hours"": ""30""}, {""name"": ""喷漆"", ""hours"": ""48""}, {""name"": ""抛光"", ""hours"": ""25""}, {""name"": ""☆ 尊敬的客户：上海德宝预约专线021-31222800，预约可以帮您提前准备工位，人员，配件，优先安排，便于沟通，节约时间。技术电话4001013128，本次维修中您的车辆胎压将会调整至前轮气压___2.2___BAR后轮气压__2.4"", ""hours"": ""0.00""}, {""name"": ""已告知客户，本店支持的支付方式有现金，储蓄卡，支付宝，公司转账。"", ""hours"": ""0.00""}, {""name"": ""我是您的本次服务顾问张多，联系电话18301911906。您的保险公司：＿＿＿"", ""hours"": ""0.00""}, {""name"": ""人有医保，车有延保。在年底前，只要购买任意期限的延保，即有好礼相送详情可咨询店内服务顾问。本次服务顾问已向您__________介绍BMW原厂延保服务。"", ""hours"": ""0.00""}, {""name"": ""左前门 左后门 左后叶 后保 右后叶  拆装 整形 喷漆 左后钢圈修复"", ""hours"": ""0.00""}, {""name"": ""替换采用失压续跑轮胎技术的轮辋"", ""hours"": ""9""}, {""name"": ""替换一个采用失压续跑轮胎技术的"", ""hours"": ""9""}, {""name"": ""用至结构位置的车辆负载进行四轮"", ""hours"": ""17""}, {""name"": ""调整前桥前束"", ""hours"": ""2""}, {""name"": ""调整后桥"", ""hours"": ""6""}, {""name"": ""卡子"", ""hours"": ""0.27""}]","[{""qty"": ""1.00"", ""code"": ""B51.71.7.002.953"", ""name"": ""膨胀铆钉""}, {""qty"": ""8.00"", ""code"": ""B07.14.7.169.847"", ""name"": ""塑料固定螺帽 带垫圈""}, {""qty"": ""1.00"", ""code"": ""B41.00.7.494.011"", ""name"": ""左后侧围""}, {""qty"": ""20.00"", ""code"": ""B41.31.8.412.638"", ""name"": ""T 焊接螺栓""}, {""qty"": ""1.00"", ""code"": ""B51.12.9.498.811"", ""name"": ""左侧车门槛饰件""}, {""qty"": ""1.00"", ""code"": ""B51.13.9.450.113"", ""name"": ""护条 车门 左后""}, {""qty"": ""1.00"", ""code"": ""B51.21.7.401.203"", ""name"": ""支架 车门外拉手 左""}, {""qty"": ""1.00"", ""code"": ""B51.21.9.491.457"", ""name"": ""车门把手 已上底漆 外部 左侧""}, {""qty"": ""1.00"", ""code"": ""B51.22.7.473.147"", ""name"": ""系统锁 左""}, {""qty"": ""1.00"", ""code"": ""B51.35.7.393.431"", ""name"": ""导轨封条 后车门 左""}, {""qty"": ""1.00"", ""code"": ""B51.35.7.498.157"", ""name"": ""架梁 后车门 左侧""}, {""qty"": ""1.00"", ""code"": ""B51.71.7.394.817"", ""name"": ""盖板 轮罩 左后""}, {""qty"": ""1.00"", ""code"": ""B51.72.2.712.750"", ""name"": ""车门密封条""}, {""qty"": ""1.00"", ""code"": ""B51.76.7.494.945"", ""name"": ""密封件 后行李箱盖""}, {""qty"": ""1.00"", ""code"": ""B51.77.7.181.679"", ""name"": ""车轮罩板 左后""}, {""qty"": ""1.00"", ""code"": ""B51.77.7.181.680"", ""name"": ""车轮罩板 右后""}, {""qty"": ""1.00"", ""code"": ""B83.12.0.390.086"", ""name"": ""空腔防蚀 - 除蜡剂""}, {""qty"": ""150.00"", ""code"": ""B83.19.0.301.421"", ""name"": ""盲铆钉""}, {""qty"": ""1.00"", ""code"": ""B83.19.2.157.298"", ""name"": ""车身粘结剂 K5b""}, {""qty"": ""42.00"", ""code"": ""B83.19.2.158.079"", ""name"": ""冲孔铆钉 N5""}, {""qty"": ""1.00"", ""code"": ""B83.19.2.158.654"", ""name"": ""车身粘结剂 K5a""}, {""qty"": ""1.00"", ""code"": ""B83.19.2.211.217"", ""name"": ""清洁剂""}, {""qty"": ""20.00"", ""code"": ""B83.19.2.457.307"", ""name"": ""冲孔铆钉 N4""}, {""qty"": ""1.00"", ""code"": ""B83.42.2.409.985"", ""name"": ""焊缝密封条""}, {""qty"": ""1.00"", ""code"": ""B41.00.7.465.533"", ""name"": ""左后车门""}, {""qty"": ""50.00"", ""code"": ""B83.19.2.457.307"", ""name"": ""冲孔铆钉 N4""}, {""qty"": ""4.00"", ""code"": ""Z99997000001"", ""name"": ""原厂指定品牌 油漆""}, {""qty"": ""1.00"", ""code"": ""B36.11.2.460.677"", ""name"": ""053787 fd轻合金盘式轮辋""}, {""qty"": ""20.00"", ""code"": ""B51.71.7.002.953"", ""name"": ""膨胀铆钉""}, {""qty"": ""1.00"", ""code"": ""Z99822455095"", ""name"": ""053788 倍耐力245 50R19 105W RSC原厂指定""}, {""qty"": ""1.00"", ""code"": ""M36.12.1.178.869"", ""name"": ""轮胎气门嘴""}]",2020/5/21 23:00,2020/5/21 23:00,3.10E+32,中国,2019,华晨宝马,宝马X3,国产,399800,汽油,手自一体变速器,1998,2.0T,TRUE,LBVTZ4105KSU56735沪F80245Shanghai Debao service location
185132690,31,117888510,3.1E+14,LBVTZ4106KSP20819,小修,93,1568736000,19090153,20190918,上海舒福泰汽车修理有限公司,"[{""name"": ""更换机油，机滤，空滤"", ""hours"": ""3.0""}]","[{""qty"": ""2.00"", ""code"": ""JZMF1"", ""name"": ""金装美孚1号0W40/1L""}, {""qty"": ""1.00"", ""code"": ""机滤"", ""name"": ""机滤""}, {""qty"": ""1.00"", ""code"": ""金美孚1号 0W40 4L"", ""name"": ""金美孚1号 0W40 4L""}, {""qty"": ""1.00"", ""code"": ""空滤"", ""name"": ""空滤""}]",2020/5/24 8:45,2020/5/24 8:45,3.10E+22,中国,2019,华晨宝马,宝马X3,国产,399800,汽油,手自一体变速器,1998,2.0T,TRUE,LBVTZ4106KSP20819沪L51036上海舒福泰汽车修理有限公司
185224862,31,117930133,3.10112E+14,LBVTZ0100LSU19134,右后车门(喷漆),2,1570464000,2.02E+17,20200515,Shanghai Baoxin Service location,"[{""name"": ""右后车门(喷漆)"", ""hours"": ""25.00""}, {""name"": ""前保险杠饰板(喷漆)"", ""hours"": ""19.00""}, {""name"": ""左前轮罩挡板(喷漆)"", ""hours"": ""8.00""}, {""name"": ""右前轮罩挡板(喷漆)"", ""hours"": ""8.00""}, {""name"": ""右后轮罩挡板(喷漆)"", ""hours"": ""7.00""}, {""name"": ""右车门槛条(喷漆)"", ""hours"": ""10.00""}, {""name"": ""左前翼子板(喷漆)"", ""hours"": ""19.00""}, {""name"": ""右后翼子板(喷漆)"", ""hours"": ""27.00""}, {""name"": ""右前车门(喷漆)"", ""hours"": ""37.00""}, {""name"": ""后保险杠饰板(喷漆)"", ""hours"": ""29.00""}, {""name"": ""右车外后视镜盖板(喷漆)"", ""hours"": ""8.00""}, {""name"": ""右前叶右前A柱右后叶内 油漆"", ""hours"": ""50.00""}, {""name"": ""N A"", ""hours"": ""0.00""}, {""name"": ""前部事故 左侧右侧事故 拆检报价"", ""hours"": ""1.00""}, {""name"": ""电子底盘测量系统"", ""hours"": ""16.00""}, {""name"": ""车前盖(喷漆)"", ""hours"": ""32.00""}]",,2020/5/25 1:32,2020/5/25 1:31,3.10E+32,中国,2020,华晨宝马,宝马X3,国产,439800,汽油,手自一体变速器,1998,2.0T,TRUE,LBVTZ0100LSU19134N/12991Shanghai Baoxin Service location
185778311,31,118169327,3.10115E+14,LBVTZ6107KST71794,装配液晶钥匙,76,1572451200,2.02E+17,20200527,上海宝诚申江汽车销售服务有限公司,"[{""name"": ""装配液晶钥匙"", ""hours"": ""1""}, {""name"": ""VHC 免费检查"", ""hours"": ""4.00""}]","[{""qty"": ""1.00"", ""code"": ""B66.12.9.877.462"", ""name"": ""BMW 显示屏 钥匙""}]",2020/5/27 23:04,2020/5/27 23:04,3.10E+32,中国,2019,华晨宝马,宝马X3,国产,541300,汽油,手自一体变速器,1998,2.0T,TRUE,LBVTZ6107KST71794沪ATB318上海宝诚申江汽车销售服务有限公司
187478531,31,118757787,3.1E+14,WBAPC71088WD78962,太平 034426,1167,1565107200,2.02E+17,20200602,上海宝诚中环汽车销售服务有限公司,"[{""name"": ""右内侧架整形"", ""hours"": ""20""}, {""name"": ""钣金辅助拆装"", ""hours"": ""15""}, {""name"": ""右前车门做底（大）"", ""hours"": ""17.00""}, {""name"": ""右前车门面漆"", ""hours"": ""6.00""}, {""name"": ""右前车门抛光"", ""hours"": ""4.00""}, {""name"": ""右前叶子板做底（大）"", ""hours"": ""17.00""}, {""name"": ""右前叶子板面漆"", ""hours"": ""6.00""}, {""name"": ""右前叶子板抛光"", ""hours"": ""4.00""}, {""name"": ""A柱及B柱 做底"", ""hours"": ""30.00""}, {""name"": ""A柱及B柱 面漆"", ""hours"": ""30.00""}, {""name"": ""A柱及B柱 抛光"", ""hours"": ""8.00""}, {""name"": ""整形工时"", ""hours"": ""70""}, {""name"": ""更新右前雾灯格栅及拖车盖板"", ""hours"": ""25""}, {""name"": ""前保拆装"", ""hours"": ""15""}, {""name"": ""前保险杠做底（大）"", ""hours"": ""24.00""}, {""name"": ""前保险杠面漆"", ""hours"": ""8.00""}, {""name"": ""前保险杠抛光"", ""hours"": ""4.00""}, {""name"": ""右侧事故拆解报价"", ""hours"": ""15""}, {""name"": ""太平 034426"", ""hours"": ""0.00""}, {""name"": ""更换右前车门及附件"", ""hours"": ""45""}, {""name"": ""右前叶整形"", ""hours"": ""12""}, {""name"": ""更换右前车门升降机( 补照 )"", ""hours"": ""6""}, {""name"": ""更换右前A柱"", ""hours"": ""180""}, {""name"": ""B柱整形"", ""hours"": ""20""}, {""name"": ""更换右侧裙边"", ""hours"": ""10""}, {""name"": ""更换右前门内饰板"", ""hours"": ""10""}]","[{""qty"": ""1.00"", ""code"": ""B51.71.3.330.866"", ""name"": ""盖板 车门槛 右""}, {""qty"": ""1.00"", ""code"": ""B51.48.3.449.838"", ""name"": ""隔音件 前车门 右""}, {""qty"": ""1.00"", ""code"": ""B51.33.3.331.189"", ""name"": ""车门密封条 下部""}, {""qty"": ""1.00"", ""code"": ""B41.51.3.453.230"", ""name"": ""制车器 前部""}, {""qty"": ""1.00"", ""code"": ""B41.00.3.451.016"", ""name"": ""车门 右前""}, {""qty"": ""10.00"", ""code"": ""B51.71.1.932.996"", ""name"": ""065016 套管 绿色""}, {""qty"": ""10.00"", ""code"": ""B51.71.7.002.953"", ""name"": ""065016 膨胀铆钉""}, {""qty"": ""1.00"", ""code"": ""B83.42.2.409.985"", ""name"": ""焊缝密封条""}, {""qty"": ""1.00"", ""code"": ""B41.00.3.449.752"", ""name"": ""A 柱 外侧(右)""}, {""qty"": ""1.00"", ""code"": ""B51.33.3.448.250"", ""name"": ""车窗升降机 无电动机 右前""}, {""qty"": ""1.00"", ""code"": ""B51.71.3.330.870"", ""name"": ""加强件 右""}, {""qty"": ""1.00"", ""code"": ""Z990020000048"", ""name"": ""车间辅料""}, {""qty"": ""2.00"", ""code"": ""Z99002000052"", ""name"": ""workshop consumable QA10010T""}, {""qty"": ""4.00"", ""code"": ""B83.19.0.416.659"", ""name"": ""丁烯卷绳 Terostat 81""}, {""qty"": ""1.00"", ""code"": ""B51.11.3.416.210"", ""name"": ""前部拖钩盖板""}, {""qty"": ""1.00"", ""code"": ""B51.11.3.423.790"", ""name"": ""饰板 前雾灯 已上底漆 右""}, {""qty"": ""30.00"", ""code"": ""B51.77.7.171.004"", ""name"": ""膨胀铆钉 黑色""}, {""qty"": ""1.00"", ""code"": ""Z99004300054"", ""name"": ""ZX内饰清洁""}]",2020/6/2 13:03,2020/6/2 13:03,3.10E+32,德国,2008,宝马,宝马X3,进口,566000,汽油,手自一体变速器,2497,2.5L,TRUE,WBAPC71088WD78962沪HL5280上海宝诚中环汽车销售服务有限公司
187632789,31,118891242,3.10115E+14,WBAWX3105H0B76401,（使用5W-30机油）悦享保养套餐，机油保养，预计费用： 961元,322,1569081600,2.02E+17,20200604,上海凡德汽车销售服务有限公司,"[{""name"": ""（使用5W-30机油）悦享保养套餐，机油保养，预计费用： 961元"", ""hours"": ""0.00""}, {""name"": ""保养标准范围"", ""hours"": ""2""}, {""name"": ""发动机油保养"", ""hours"": ""3""}]","[{""qty"": ""1.00"", ""code"": ""B11.42.7.953.129"", ""name"": ""组件 机油滤清器滤芯""}, {""qty"": ""4.80"", ""code"": ""B83.21.2.365.710"", ""name"": ""BMW 双涡流涡轮 LL-01FE 0W-30""}]",2020/6/4 13:04,2020/6/4 13:04,3.10E+32,德国,2017,宝马,宝马X3,进口,498000,汽油,手自一体变速器,1997,2.0T,TRUE,WBAWX3105H0B76401沪DHT692上海凡德汽车销售服务有限公司
